---
Mammal:            human
Fs:                200
Integration_level: electrocardiogram

Channels:

    - type:   electrography
-0.08 -0.01 -0.
-0.09 -0.02 -0.
-0.09 -0.03 -0.
-0.09 -0.02 -0.
-0.07 0.00 -0.1
-0.04 0.02 -0.1
-0.08 -0.01 -0.
-0.11 -0.05 -0.
-0.12 -0.06 -0.
-0.11 -0.05 -0.
-0.10 -0.04 -0.
-0.10 -0.04 -0.
-0.10 -0.04 -0.
-0.10 -0.04 -0.
-0.11 -0.05 -0.
-0.11 -0.05 -0.
-0.11 -0.05 -0.
-0.11 -0.05 -0.
-0.10 -0.04 -0.
-0.10 -0.04 -0.
-0.11 -0.05 -0.
-0.11 -0.05 -0.
-0.10 -0.05 -0.
-0.09 -0.04 -0.
-0.09 -0.04 -0.
-0.11 -0.06 -0.
-0.11 -0.05 -0.
-0.11 -0.05 -0.
-0.11 -0.05 -0.
-0.10 -0.05 -0.
-0.10 -0.05 -0.
-0.10 -0.05 -0.
-0.10 -0.05 -0.
-0.10 -0.05 -0.
-0.10 -0.05 -0.
-0.09 -0.05 -0.
-0.10 -0.05 -0.
-0.10 -0.05 -0.
-0.10 -0.06 -0.
-0.11 -0.07 -0.
-0.11 -0.07 -0.
-0.11 -0.07 -0.
-0.12 -0.07 -0.
-0.11 -0.07 -0.
-0.11 -0.07 -0.
-0.12 -0.07 -0.
-0.12 -0.08 -0.
-0.11 -0.08 -0.
-0.11 -0.08 -0.
-0.11 -0.09 -0.
-0.10 -0.07 -0.
-0.09 -0.06 -0.
-0.08 -0.06 -0.
-0.07 -0.05 -0.
-0.07 -0.05 -0.
-0.09 -0.06 -0.
-0.09 -0.06 -0.
-0.08 -0.04 -0.
-0.11 -0.07 -0.
-0.12 -0.07 -0.
-0.11 -0.06 -0.
-0.09 -0.05 -0.
-0.10 -0.06 -0.
-0.11 -0.06 -0.
-0.10 -0.05 -0.
-0.09 -0.05 -0.
-0.09 -0.05 -0.
-0.09 -0.05 -0.
-0.09 -0.05 -0.
-0.09 -0.05 -0.
-0.08 -0.03 -0.
-0.09 -0.00 -0.
-0.10 0.02 -0.0
-0.08 0.14 0.06
-0.13 0.28 0.20
-0.33 0.27 0.23
-0.43 0.20 0.19
-0.61 0.00 0.06
-0.78 -0.27 -0.
-0.92 -0.54 -0.
-0.97 -0.63 -0.
-0.93 -0.68 -0.
-0.83 -0.69 -0.
-0.70 -0.62 -0.
-0.63 -0.57 -0.
-0.48 -0.46 -0.
-0.35 -0.35 -0.
-0.24 -0.24 -0.
-0.20 -0.20 -0.
-0.13 -0.14 -0.
-0.08 -0.09 -0.
-0.06 -0.05 -0.
-0.05 -0.04 -0.
-0.04 -0.03 -0.
-0.03 -0.02 -0.
-0.02 -0.00 -0.
-0.02 0.00 -0.1
-0.02 -0.00 -0.
-0.03 -0.01 -0.
-0.02 -0.00 -0.
-0.02 0.00 -0.1
-0.01 0.01 -0.1
-0.01 0.01 -0.1
-0.01 0.00 -0.1
-0.02 0.00 -0.1
-0.00 0.01 -0.1
0.03 0.04 -0.11
0.02 0.03 -0.11
0.03 0.03 -0.11
0.03 0.04 -0.11
0.00 0.01 -0.11
0.00 0.01 -0.11
0.00 0.01 -0.11
0.01 0.02 -0.10
0.02 0.02 -0.10
0.04 0.04 -0.10
0.04 0.05 -0.10
0.05 0.05 -0.10
0.07 0.07 -0.10
0.09 0.08 -0.09
0.08 0.07 -0.09
0.06 0.06 -0.08
0.07 0.06 -0.07
0.08 0.07 -0.07
0.09 0.08 -0.07
0.11 0.09 -0.06
0.12 0.10 -0.05
0.13 0.11 -0.05
0.14 0.12 -0.05
0.15 0.12 -0.05
0.17 0.13 -0.04
0.18 0.14 -0.03
0.19 0.15 -0.03
0.20 0.16 -0.03
0.21 0.16 -0.03
0.22 0.17 -0.02
0.22 0.17 -0.02
0.23 0.18 -0.01
0.24 0.18 -0.01
0.24 0.19 -0.01
0.24 0.19 -0.01
0.24 0.19 -0.01
0.23 0.20 -0.00
0.24 0.21 -0.01
0.22 0.20 -0.01
0.16 0.15 -0.01
0.10 0.10 -0.02
0.07 0.09 -0.03
0.07 0.09 -0.03
0.05 0.09 -0.04
0.04 0.07 -0.05
0.02 0.06 -0.06
0.01 0.05 -0.06
0.00 0.04 -0.07
-0.00 0.04 -0.0
0.00 0.04 -0.07
-0.00 0.04 -0.0
-0.01 0.03 -0.0
-0.01 0.03 -0.0
-0.02 0.02 -0.0
-0.02 0.02 -0.0
-0.00 0.03 -0.0
0.00 0.04 -0.08
0.02 0.06 -0.07
0.03 0.07 -0.07
0.04 0.08 -0.07
-0.00 0.03 -0.0
-0.02 0.02 -0.0
-0.01 0.03 -0.0
-0.00 0.04 -0.0
-0.02 0.02 -0.0
-0.02 0.02 -0.0
-0.02 0.03 -0.0
-0.01 0.03 -0.0
-0.01 0.03 -0.0
0.00 0.04 -0.08
0.01 0.05 -0.08
0.00 0.03 -0.08
-0.02 0.01 -0.0
-0.03 0.01 -0.0
-0.03 0.01 -0.0
-0.02 0.01 -0.0
-0.02 0.01 -0.0
-0.02 0.01 -0.0
-0.02 0.01 -0.0
-0.03 0.00 -0.1
-0.03 0.00 -0.1
-0.03 0.00 -0.0
-0.03 0.00 -0.1
-0.04 -0.00 -0.
-0.02 0.01 -0.1
0.00 0.03 -0.10
0.00 0.04 -0.10
-0.03 0.00 -0.1
-0.05 -0.02 -0.
-0.04 -0.02 -0.
-0.04 -0.01 -0.
-0.03 0.00 -0.1
-0.02 0.02 -0.1
-0.06 -0.02 -0.
-0.08 -0.05 -0.
-0.08 -0.05 -0.
-0.07 -0.03 -0.
-0.06 -0.03 -0.
-0.06 -0.03 -0.
-0.05 -0.02 -0.
-0.05 -0.01 -0.
-0.04 0.00 -0.1
-0.03 0.01 -0.1
-0.03 0.00 -0.1
-0.06 -0.03 -0.
-0.06 -0.03 -0.
-0.05 -0.01 -0.
-0.02 0.01 -0.1
-0.01 0.02 -0.1
-0.05 -0.02 -0.
-0.07 -0.03 -0.
-0.08 -0.05 -0.
-0.08 -0.04 -0.
-0.06 -0.03 -0.
-0.06 -0.02 -0.
-0.04 -0.01 -0.
-0.04 -0.01 -0.
-0.06 -0.03 -0.
-0.07 -0.04 -0.
-0.06 -0.03 -0.
-0.05 -0.02 -0.
-0.05 -0.02 -0.
-0.05 -0.02 -0.
-0.05 -0.02 -0.
-0.05 -0.02 -0.
-0.05 -0.02 -0.
-0.02 0.01 -0.1
-0.00 0.02 -0.1
-0.03 -0.00 -0.
-0.05 -0.03 -0.
-0.05 -0.03 -0.
-0.06 -0.03 -0.
-0.04 -0.02 -0.
-0.02 -0.00 -0.
-0.03 -0.01 -0.
-0.05 -0.03 -0.
-0.06 -0.04 -0.
-0.05 -0.03 -0.
-0.05 -0.03 -0.
-0.05 -0.03 -0.
-0.05 -0.03 -0.
-0.04 -0.02 -0.
-0.03 -0.01 -0.
-0.02 -0.01 -0.
-0.01 0.00 -0.1
-0.02 0.00 -0.1
-0.01 0.00 -0.1
-0.01 0.00 -0.1
-0.02 0.01 -0.1
-0.05 -0.03 -0.
-0.07 -0.06 -0.
-0.07 -0.06 -0.
-0.05 -0.04 -0.
-0.04 -0.02 -0.
-0.03 -0.02 -0.
-0.03 -0.02 -0.
-0.03 -0.02 -0.
-0.03 -0.02 -0.
-0.02 -0.01 -0.
-0.02 -0.01 -0.
-0.00 0.00 -0.1
0.00 0.00 -0.12
0.01 0.01 -0.13
0.02 0.01 -0.15
0.02 0.00 -0.16
0.04 0.02 -0.16
0.05 0.03 -0.15
0.08 0.05 -0.14
0.08 0.06 -0.12
0.06 0.05 -0.08
0.03 0.03 -0.08
-0.00 0.00 -0.0
-0.03 -0.02 -0.
-0.04 -0.03 -0.
-0.04 -0.03 -0.
-0.05 -0.04 -0.
-0.04 -0.03 -0.
-0.01 -0.00 -0.
-0.02 -0.01 -0.
-0.05 -0.04 -0.
-0.07 -0.06 -0.
-0.08 -0.06 -0.
-0.06 -0.05 -0.
-0.05 -0.04 -0.
-0.05 -0.04 -0.
-0.05 -0.05 -0.
-0.05 -0.05 -0.
-0.05 -0.05 -0.
-0.04 -0.04 -0.
-0.04 -0.04 -0.
-0.04 -0.04 -0.
-0.05 -0.04 -0.
-0.04 -0.04 -0.
-0.04 -0.03 -0.
-0.04 -0.03 -0.
-0.04 -0.04 -0.
-0.05 -0.04 -0.
-0.05 -0.04 -0.
-0.04 -0.02 -0.
-0.04 0.03 -0.0
-0.02 0.15 0.08
-0.09 0.26 0.20
-0.19 0.25 0.21
-0.39 0.16 0.22
-0.56 -0.01 0.0
-0.72 -0.29 -0.
-0.81 -0.45 -0.
-0.92 -0.65 -0.
-0.89 -0.70 -0.
-0.79 -0.68 -0.
-0.70 -0.63 -0.
-0.55 -0.53 -0.
-0.42 -0.44 -0.
-0.32 -0.35 -0.
-0.26 -0.30 -0.
-0.19 -0.23 -0.
-0.12 -0.16 -0.
-0.06 -0.09 -0.
-0.04 -0.07 -0.
-0.01 -0.04 -0.
0.00 -0.02 -0.1
0.01 -0.01 -0.1
0.02 0.00 -0.11
0.02 0.00 -0.09
0.03 0.01 -0.08
0.04 0.02 -0.09
0.04 0.02 -0.09
0.05 0.03 -0.08
0.05 0.03 -0.08
0.05 0.03 -0.07
0.05 0.03 -0.07
0.05 0.03 -0.08
0.06 0.04 -0.07
0.07 0.05 -0.07
0.07 0.04 -0.07
0.06 0.04 -0.06
0.07 0.05 -0.05
0.07 0.06 -0.05
0.07 0.05 -0.05
0.07 0.05 -0.05
0.07 0.06 -0.05
0.08 0.06 -0.04
0.08 0.07 -0.04
0.08 0.07 -0.03
0.09 0.08 -0.02
0.09 0.09 -0.01
0.10 0.09 -0.01
0.10 0.08 -0.03
0.11 0.09 -0.01
0.13 0.11 -0.00
0.13 0.11 -0.00
0.13 0.12 0.00
0.13 0.11 0.01
0.16 0.13 0.00
0.18 0.15 0.02
0.21 0.18 0.02
0.17 0.13 0.02
0.15 0.11 0.03
0.16 0.12 0.03
0.19 0.14 0.04
0.21 0.16 0.05
0.22 0.17 0.06
0.23 0.18 0.06
0.23 0.18 0.06
0.25 0.17 0.06
0.25 0.18 0.05
0.25 0.18 0.06
0.25 0.19 0.08
0.25 0.20 0.08
0.24 0.19 0.08
0.24 0.19 0.08
0.21 0.18 0.08
0.19 0.17 0.06
0.17 0.15 0.06
0.16 0.14 0.05
0.13 0.12 0.04
0.11 0.11 0.03
0.09 0.10 0.02
0.08 0.10 0.03
0.07 0.09 0.02
0.06 0.08 0.01
0.04 0.06 -0.00
0.03 0.05 -0.01
0.02 0.04 -0.02
0.01 0.03 -0.00
0.02 0.05 -0.00
0.03 0.05 0.00
0.03 0.04 -0.01
0.02 0.03 -0.02
0.02 0.05 -0.00
0.03 0.05 -0.00
0.03 0.05 0.00
0.03 0.04 -0.01
0.02 0.02 -0.02
0.02 0.01 -0.03
0.03 0.03 -0.01
0.04 0.06 0.01
0.04 0.07 0.01
0.03 0.07 0.01
0.03 0.06 0.02
0.05 0.09 0.01
0.07 0.11 0.01
0.07 0.10 0.00
0.02 0.04 -0.00
-0.00 0.01 -0.0
-0.01 0.01 -0.0
0.00 0.01 -0.01
0.01 0.03 -0.01
0.01 0.03 -0.01
0.02 0.02 -0.02
0.01 0.03 -0.02
0.02 0.03 -0.01
0.01 0.02 -0.02
0.01 0.02 -0.02
0.01 0.02 -0.02
0.01 0.02 -0.02
0.01 0.01 -0.02
0.01 0.01 -0.03
0.01 0.01 -0.03
0.00 0.01 -0.03
0.00 0.01 -0.03
0.00 0.01 -0.02
0.00 0.01 -0.03
0.00 0.00 -0.03
-0.00 0.00 -0.0
-0.00 0.00 -0.0
0.00 0.00 -0.03
0.00 0.00 -0.03
0.00 0.00 -0.03
0.00 0.00 -0.03
0.00 0.00 -0.03
0.01 0.00 -0.03
0.01 0.00 -0.03
0.01 0.00 -0.03
0.01 0.00 -0.03
0.02 0.01 -0.03
0.05 0.03 -0.05
0.07 0.04 -0.08
0.07 0.03 -0.09
0.07 0.02 -0.10
0.11 0.06 -0.09
0.15 0.09 -0.07
0.16 0.10 -0.06
0.10 0.05 -0.04
0.07 0.02 -0.02
0.02 -0.00 -0.0
0.01 -0.01 -0.0
0.00 -0.01 -0.0
0.01 -0.00 -0.0
-0.00 -0.03 -0.
-0.01 -0.04 -0.
-0.00 -0.02 -0.
0.01 -0.01 -0.0
0.03 0.00 -0.03
0.01 -0.01 -0.0
-0.00 -0.02 -0.
-0.01 -0.03 -0.
-0.00 -0.01 -0.
-0.00 -0.03 -0.
-0.00 -0.03 -0.
-0.00 -0.03 -0.
-0.00 -0.02 -0.
0.00 -0.02 -0.0
0.01 -0.01 -0.0
-0.00 -0.02 -0.
-0.01 -0.02 -0.
0.00 -0.02 -0.0
0.00 -0.03 -0.0
-0.00 -0.02 -0.
0.00 -0.02 -0.0
-0.00 -0.02 -0.
-0.00 -0.03 -0.
0.00 -0.02 -0.0
0.00 -0.01 -0.0
-0.01 0.00 -0.0
-0.00 0.08 0.07
-0.01 0.24 0.22
-0.12 0.31 0.31
-0.24 0.25 0.28
-0.43 0.12 0.19
-0.59 -0.12 0.0
-0.75 -0.42 -0.
-0.83 -0.57 -0.
-0.90 -0.70 -0.
-0.84 -0.72 -0.
-0.73 -0.69 -0.
-0.65 -0.63 -0.
-0.49 -0.51 -0.
-0.33 -0.39 -0.
-0.21 -0.27 -0.
-0.16 -0.22 -0.
-0.08 -0.14 -0.
0.00 -0.07 -0.0
0.04 -0.02 -0.0
0.04 -0.01 -0.0
0.04 -0.01 -0.0
0.06 0.01 -0.05
0.09 0.04 -0.04
0.10 0.05 -0.03
0.08 0.03 -0.04
0.06 0.01 -0.04
0.07 0.02 -0.03
0.07 0.02 -0.03
0.08 0.03 -0.02
0.09 0.04 -0.03
0.10 0.05 -0.02
0.10 0.05 -0.02
0.11 0.06 -0.02
0.12 0.07 -0.02
0.13 0.08 -0.01
0.13 0.08 -0.01
0.13 0.08 -0.01
0.14 0.09 -0.00
0.14 0.09 0.00
0.14 0.09 0.00
0.15 0.10 0.00
0.16 0.10 0.00
0.17 0.11 0.01
0.16 0.11 0.01
0.16 0.11 0.01
0.18 0.12 0.02
0.19 0.13 0.02
0.19 0.13 0.02
0.20 0.14 0.03
0.21 0.15 0.04
0.22 0.16 0.04
0.24 0.18 0.04
0.27 0.20 0.05
0.28 0.21 0.06
0.26 0.18 0.07
0.25 0.18 0.07
0.27 0.19 0.07
0.28 0.20 0.08
0.30 0.21 0.10
0.30 0.21 0.10
0.30 0.21 0.09
0.32 0.22 0.09
0.33 0.23 0.11
0.34 0.23 0.11
0.35 0.25 0.12
0.36 0.24 0.11
0.37 0.26 0.12
0.36 0.27 0.12
0.35 0.27 0.13
0.34 0.24 0.11
0.32 0.23 0.10
0.31 0.23 0.10
0.28 0.22 0.09
0.25 0.20 0.08
0.22 0.17 0.06
0.20 0.16 0.05
0.17 0.13 0.03
0.15 0.11 0.01
0.13 0.09 0.01
0.12 0.08 0.00
0.11 0.07 -0.00
0.10 0.06 -0.01
0.09 0.05 -0.02
0.08 0.04 -0.02
0.07 0.03 -0.02
0.06 0.02 -0.03
0.06 0.02 -0.03
0.06 0.02 -0.04
0.06 0.01 -0.04
0.07 0.01 -0.04
0.06 0.01 -0.04
0.07 0.02 -0.05
0.09 0.03 -0.05
0.09 0.03 -0.07
0.09 0.03 -0.10
0.10 0.04 -0.11
0.11 0.04 -0.14
0.15 0.10 -0.14
0.14 0.08 -0.10
0.11 0.06 -0.08
0.07 0.03 -0.03
0.06 0.02 -0.01
0.08 0.04 0.00
0.09 0.05 0.00
0.10 0.06 0.01
0.10 0.05 0.00
0.08 0.04 -0.00
0.08 0.04 -0.01
0.08 0.04 -0.01
0.08 0.04 -0.01
0.08 0.03 -0.02
0.08 0.03 -0.03
0.08 0.03 -0.02
0.08 0.04 -0.01
0.08 0.03 -0.02
0.07 0.03 -0.02
0.07 0.03 -0.03
0.06 0.06 0.01
0.05 0.15 0.10
0.07 0.21 0.16
0.01 0.35 0.29
-0.21 0.33 0.33
-0.43 0.19 0.25
-0.51 0.07 0.16
-0.68 -0.22 -0.
-0.81 -0.48 -0.
-0.84 -0.59 -0.
-0.77 -0.61 -0.
-0.64 -0.59 -0.
-0.50 -0.53 -0.
-0.35 -0.42 -0.
-0.28 -0.37 -0.
-0.16 -0.25 -0.
-0.05 -0.15 -0.
0.01 -0.09 -0.0
0.03 -0.07 -0.0
0.07 -0.02 -0.0
0.12 0.02 -0.04
0.14 0.05 -0.04
0.13 0.04 -0.04
0.11 0.03 -0.03
0.11 0.02 -0.01
0.12 0.03 -0.01
0.12 0.04 -0.01
0.13 0.05 -0.01
0.14 0.05 -0.01
0.14 0.06 -0.00
0.14 0.06 -0.01
0.14 0.06 -0.01
0.15 0.07 -0.01
0.16 0.07 -0.01
0.16 0.07 -0.01
0.16 0.08 -0.01
0.16 0.07 -0.01
0.17 0.08 -0.00
0.17 0.08 0.00
0.18 0.09 0.00
0.18 0.09 -0.00
0.19 0.09 -0.01
0.19 0.09 0.00
0.20 0.10 0.01
0.20 0.11 0.02
0.21 0.12 0.01
0.21 0.12 0.02
0.23 0.12 0.02
0.25 0.14 0.03
0.26 0.16 0.03
0.27 0.16 0.04
0.28 0.16 0.04
0.28 0.16 0.05
0.29 0.18 0.06
0.31 0.18 0.06
0.34 0.20 0.07
0.35 0.21 0.07
0.38 0.23 0.09
0.39 0.24 0.10
0.40 0.25 0.10
0.42 0.26 0.11
0.43 0.27 0.12
0.43 0.27 0.12
0.44 0.28 0.13
0.45 0.30 0.14
0.48 0.33 0.13
0.50 0.35 0.13
0.48 0.35 0.13
0.39 0.27 0.13
0.32 0.21 0.12
0.31 0.20 0.11
0.28 0.18 0.09
0.25 0.16 0.07
0.23 0.14 0.05
0.22 0.13 0.05
0.20 0.11 0.03
0.17 0.10 0.01
0.16 0.07 0.00
0.15 0.07 0.00
0.14 0.06 -0.01
0.13 0.05 -0.02
0.12 0.05 -0.02
0.12 0.05 -0.02
0.13 0.05 -0.02
0.13 0.05 -0.01
0.12 0.04 -0.02
0.12 0.03 -0.03
0.12 0.03 -0.03
0.12 0.04 -0.01
0.13 0.05 -0.01
0.14 0.06 -0.00
0.13 0.05 -0.01
0.12 0.04 -0.01
0.13 0.05 -0.01
0.13 0.05 -0.01
0.15 0.06 -0.01
0.16 0.07 -0.02
0.13 0.05 -0.02
0.12 0.03 -0.02
0.12 0.04 -0.02
0.19 0.11 -0.01
0.18 0.08 -0.03
0.14 0.05 -0.03
0.07 -0.01 -0.0
0.05 -0.02 -0.0
0.08 -0.01 -0.0
0.09 0.00 -0.02
0.11 0.02 -0.03
0.10 0.02 -0.03
0.10 0.01 -0.03
0.10 0.01 -0.03
0.11 0.03 -0.03
0.14 0.06 -0.03
0.16 0.08 -0.04
0.15 0.07 -0.04
0.11 0.03 -0.04
0.08 0.00 -0.04
0.05 -0.02 -0.0
0.04 -0.04 -0.0
0.04 -0.05 -0.0
0.09 0.00 -0.05
0.12 0.03 -0.05
0.12 0.03 -0.05
0.05 -0.04 -0.0
0.06 -0.03 -0.0
0.08 -0.00 -0.0
0.07 -0.01 -0.0
0.05 -0.03 -0.0
0.05 -0.03 -0.0
0.12 0.03 -0.05
0.10 0.01 -0.05
0.04 -0.04 -0.0
0.03 -0.06 -0.0
0.03 -0.05 -0.0
0.06 -0.02 -0.0
0.11 0.01 -0.05
0.12 0.02 -0.06
0.08 -0.01 -0.0
0.08 -0.01 -0.0
0.06 -0.04 -0.0
0.03 -0.06 -0.0
0.03 -0.06 -0.0
0.05 -0.04 -0.0
0.07 -0.01 -0.0
0.08 0.00 -0.05
0.05 -0.04 -0.0
0.04 -0.05 -0.0
0.04 -0.04 -0.0
0.05 -0.04 -0.0
0.05 -0.02 -0.0
0.05 -0.03 -0.0
0.06 -0.03 -0.0
0.07 -0.02 -0.0
0.07 -0.03 -0.0
0.06 -0.04 -0.0
0.06 -0.02 -0.0
0.06 -0.02 -0.0
0.06 -0.02 -0.0
0.06 -0.02 -0.0
0.07 -0.01 -0.0
0.07 -0.01 -0.0
0.06 -0.02 -0.0
0.08 0.00 -0.04
0.07 -0.01 -0.0
0.05 -0.03 -0.0
0.06 -0.03 -0.0
0.07 -0.02 -0.0
0.08 -0.01 -0.0
0.09 -0.00 -0.0
0.07 -0.02 -0.0
0.07 -0.01 -0.0
0.07 -0.02 -0.0
0.05 -0.04 -0.0
0.06 -0.03 -0.0
0.07 -0.01 -0.0
0.09 0.00 -0.05
0.07 -0.02 -0.0
0.06 -0.03 -0.0
0.06 -0.03 -0.0
0.06 -0.04 -0.0
0.05 -0.04 -0.0
0.09 0.00 -0.06
0.09 0.00 -0.05
0.09 0.00 -0.05
0.06 -0.03 -0.0
0.03 -0.06 -0.0
0.04 -0.04 -0.0
0.12 0.02 -0.06
0.12 0.03 -0.05
0.06 -0.03 -0.0
0.04 -0.05 -0.0
0.03 -0.06 -0.0
0.10 0.00 -0.06
0.02 -0.07 -0.0
-0.01 -0.10 -0.
0.01 -0.08 -0.0
0.05 -0.04 -0.0
0.08 -0.02 -0.0
0.09 -0.01 -0.0
0.10 0.00 -0.06
0.05 -0.04 -0.0
0.05 -0.05 -0.0
0.07 -0.03 -0.0
0.09 -0.02 -0.1
0.10 -0.02 -0.1
0.12 0.00 -0.12
0.14 0.01 -0.12
0.16 0.03 -0.11
0.17 0.03 -0.09
0.13 0.01 -0.07
0.12 0.01 -0.05
0.09 -0.01 -0.0
0.09 0.00 -0.03
0.08 -0.00 -0.0
0.06 -0.03 -0.0
0.03 -0.06 -0.0
0.02 -0.07 -0.0
0.07 -0.03 -0.0
0.04 -0.04 -0.0
0.00 -0.08 -0.0
0.02 -0.07 -0.0
0.06 -0.02 -0.0
0.07 -0.02 -0.0
0.07 -0.04 -0.0
0.03 -0.06 -0.0
0.02 -0.05 -0.0
0.04 -0.05 -0.0
0.04 -0.05 -0.0
0.06 -0.03 -0.0
0.05 -0.04 -0.0
0.04 -0.05 -0.0
0.02 -0.06 -0.0
0.03 -0.05 -0.0
0.01 -0.07 -0.0
0.01 -0.08 -0.0
0.03 -0.06 -0.0
0.03 -0.06 -0.0
0.03 -0.06 -0.0
0.03 -0.03 -0.0
0.03 0.03 0.02
0.04 0.14 0.13
-0.02 0.24 0.23
-0.08 0.28 0.27
-0.35 0.17 0.23
-0.54 -0.02 0.1
-0.75 -0.38 -0.
-0.82 -0.51 -0.
-0.89 -0.67 -0.
-0.80 -0.70 -0.
-0.68 -0.65 -0.
-0.64 -0.68 -0.
-0.57 -0.64 -0.
-0.41 -0.52 -0.
-0.23 -0.37 -0.
-0.18 -0.31 -0.
-0.10 -0.23 -0.
-0.03 -0.16 -0.
0.02 -0.10 -0.1
0.05 -0.08 -0.1
0.07 -0.05 -0.1
0.09 -0.03 -0.0
0.08 -0.04 -0.0
0.09 -0.03 -0.0
0.11 -0.02 -0.0
0.09 -0.02 -0.0
0.13 0.01 -0.07
0.12 0.00 -0.08
0.11 -0.02 -0.0
0.13 0.00 -0.07
0.10 -0.02 -0.0
0.09 -0.03 -0.0
0.09 -0.03 -0.0
0.11 -0.01 -0.0
0.13 0.00 -0.05
0.14 0.01 -0.05
0.15 0.02 -0.05
0.14 0.01 -0.06
0.16 0.03 -0.05
0.17 0.03 -0.05
0.19 0.05 -0.04
0.19 0.05 -0.04
0.18 0.05 -0.04
0.20 0.05 -0.04
0.18 0.03 -0.04
0.16 0.03 -0.04
0.21 0.06 -0.03
0.21 0.07 -0.03
0.22 0.07 -0.03
0.20 0.04 -0.03
0.19 0.04 -0.02
0.21 0.06 -0.01
0.23 0.09 -0.01
0.26 0.11 -0.00
0.27 0.12 0.00
0.28 0.12 0.00
0.30 0.13 0.00
0.31 0.13 -0.00
0.33 0.15 -0.00
0.35 0.16 0.00
0.35 0.16 0.00
0.38 0.18 0.00
0.41 0.21 0.01
0.42 0.21 0.00
0.42 0.21 -0.00
0.44 0.22 -0.01
0.47 0.24 -0.01
0.48 0.25 -0.02
0.48 0.25 -0.02
0.47 0.25 -0.01
0.46 0.25 0.01
0.45 0.24 0.03
0.42 0.22 0.05
0.38 0.20 0.05
0.34 0.18 0.05
0.32 0.17 0.05
0.28 0.14 0.05
0.24 0.11 0.04
0.21 0.07 0.03
0.19 0.06 0.02
0.17 0.05 0.01
0.16 0.05 0.00
0.16 0.06 0.00
0.17 0.07 0.00
0.16 0.05 -0.00
0.13 0.04 0.00
0.11 0.01 -0.01
0.11 0.01 -0.01
0.11 0.01 -0.01
0.12 0.02 -0.01
0.11 0.01 -0.02
0.10 0.01 -0.01
0.10 0.01 -0.00
0.10 0.01 -0.02
0.10 0.01 -0.01
0.09 0.01 -0.01
0.09 0.01 -0.00
0.10 0.02 -0.01
0.10 0.02 -0.01
0.09 0.01 -0.01
0.09 0.01 -0.02
0.08 0.01 -0.02
0.08 0.01 -0.02
0.06 -0.00 -0.0
0.04 -0.01 -0.0
0.04 -0.02 -0.0
0.07 0.06 0.03
0.09 0.10 0.06
0.07 0.21 0.17
-0.07 0.25 0.28
-0.34 0.15 0.25
-0.44 0.06 0.18
-0.63 -0.19 -0.
-0.80 -0.48 -0.
-0.87 -0.65 -0.
-0.87 -0.68 -0.
-0.76 -0.66 -0.
-0.62 -0.62 -0.
-0.50 -0.55 -0.
-0.43 -0.50 -0.
-0.29 -0.39 -0.
-0.17 -0.27 -0.
-0.08 -0.18 -0.
-0.04 -0.14 -0.
0.02 -0.07 -0.0
0.05 -0.04 -0.0
0.07 -0.02 -0.0
0.07 -0.01 -0.0
0.07 -0.01 -0.0
0.07 -0.00 -0.0
0.09 0.01 -0.03
0.09 0.02 -0.03
0.10 0.03 -0.02
0.12 0.04 -0.02
0.09 0.02 -0.02
0.09 0.02 -0.01
0.09 0.03 -0.01
0.10 0.04 -0.01
0.11 0.05 -0.01
0.12 0.05 -0.02
0.11 0.04 -0.01
0.11 0.04 -0.00
0.11 0.04 -0.00
0.12 0.04 -0.00
0.13 0.05 -0.00
0.14 0.07 0.00
0.15 0.09 0.01
0.16 0.09 0.02
0.13 0.06 0.01
0.13 0.05 0.01
0.15 0.07 0.02
0.17 0.09 0.02
0.19 0.10 0.02
0.18 0.09 0.03
0.18 0.09 0.04
0.18 0.10 0.05
0.19 0.10 0.06
0.21 0.12 0.06
0.22 0.13 0.06
0.23 0.15 0.07
0.26 0.17 0.08
0.28 0.18 0.09
0.28 0.19 0.11
0.29 0.20 0.11
0.30 0.21 0.12
0.31 0.21 0.12
0.34 0.24 0.13
0.35 0.25 0.13
0.36 0.26 0.14
0.35 0.27 0.16
0.36 0.27 0.16
0.35 0.27 0.16
0.32 0.24 0.15
0.28 0.22 0.14
0.26 0.21 0.13
0.24 0.20 0.12
0.21 0.17 0.11
0.18 0.14 0.08
0.15 0.11 0.06
0.14 0.10 0.05
0.13 0.09 0.03
0.12 0.07 0.03
0.09 0.04 0.02
0.08 0.03 0.01
0.07 0.02 0.00
0.08 0.05 0.00
0.09 0.06 0.01
0.09 0.04 -0.01
0.08 0.03 -0.01
0.07 0.03 0.00
0.05 0.01 -0.01
0.04 -0.00 -0.0
0.03 -0.01 -0.0
0.05 0.00 -0.01
0.04 -0.01 -0.0
0.04 -0.01 -0.0
0.05 -0.00 -0.0
0.06 0.01 -0.01
0.07 0.02 -0.01
0.06 0.01 -0.01
0.04 -0.00 -0.0
0.03 -0.01 -0.0
0.05 0.00 -0.00
0.06 0.00 -0.01
0.04 -0.00 -0.0
0.04 -0.01 -0.0
0.04 -0.01 -0.0
0.04 -0.01 -0.0
0.05 -0.01 -0.0
0.04 -0.01 -0.0
0.05 -0.01 -0.0
0.06 -0.00 -0.0
0.04 -0.01 -0.0
0.04 -0.02 -0.0
